X..	X.logFC.	X.logCPM.	X.LR.	X.PValue.	X.FDR.	Mouse	Human	Drosophila	Aplysia clifornica	Saccoglossus kowalevskii	Cluster
PladumEVm013119	1.80329001004546	3.84454146582271	70.6279152026347	4.31369781070016e-17	6.02865151232212e-14	tr|G5E863|G5E863_MOUSE Glutamate receptor OS=Mus musculus OX=10090 GN=Gria4 PE=1 SV=1	NP_001365930.3 glutamate receptor 2 isoform 3 [Homo sapiens]	gi|17136702|ref|NP_476855.1| glutamate receptor IA [Drosophila melanogaster]	XP_005107294.2 glutamate receptor ionotropic, kainate 4 [Aplysia californica]	XP_002731595.1 PREDICTED: glutamate receptor 3-like [Saccoglossus kowalevskii]	1
PladumEVm030894	2.36242404170226	4.53518794112172	69.5064460591705	7.61651860111479e-17	1.02351362847827e-13	tr|Q5SQB0|Q5SQB0_MOUSE Nucleophosmin OS=Mus musculus OX=10090 GN=Npm1 PE=1 SV=1	NP_001341938.1 nucleophosmin isoform 5 [Homo sapiens]	gi|17738283|ref|NP_524557.1| nucleoplasmin, isoform A [Drosophila melanogaster]	XP_012935245.1 mitotic apparatus protein p62 [Aplysia californica]	XP_006819440.1 PREDICTED: nucleoplasmin-like protein ANO39-like isoform X2 [Saccoglossus kowalevskii]	5
PladumEVm057675	-9.96051561337688	0.178512267937263	68.084061088166	1.56671985503625e-16	2.0273935190782e-13	.	.	.	.	.	0
PladumEVm086987	-2.95388711735329	3.11514946452816	66.8493408988928	2.93070202253285e-16	3.65699278447412e-13	sp|Q91WR8|GPX6_MOUSE Glutathione peroxidase 6 OS=Mus musculus OX=10090 GN=Gpx6 PE=2 SV=2	NP_001500.1 epididymal secretory glutathione peroxidase isoform 1 precursor [Homo sapiens]	gi|24656777|ref|NP_728870.1| PHGPx, isoform A [Drosophila melanogaster]	XP_012940524.1 epididymal secretory glutathione peroxidase [Aplysia californica]	NP_001171857.1 glutathione peroxidase 2-like [Saccoglossus kowalevskii]	2
PladumEVm025502	2.21061148711265	1.44296762040534	66.6853127678451	3.18499305063999e-16	3.83725766194174e-13	sp|Q571F5|SPSB3_MOUSE SPRY domain-containing SOCS box protein 3 OS=Mus musculus OX=10090 GN=Spsb3 PE=2 SV=2	NP_543137.2 SPRY domain-containing SOCS box protein 3 [Homo sapiens]	gi|24581826|ref|NP_723047.1| SP555, isoform A [Drosophila melanogaster]	XP_012946356.1 SPRY domain-containing SOCS box protein 3 [Aplysia californica]	XP_002737573.1 PREDICTED: SPRY domain-containing SOCS box protein 3-like [Saccoglossus kowalevskii]	1
PladumEVm115996	-2.43742311084874	4.01446233753863	66.5426367174074	3.42406716735786e-16	3.98778275867721e-13	.	.	.	.	.	2
PladumEVm007310	1.6051823192034	2.69397225768823	66.3525101158079	3.77078382216956e-16	4.24991664396072e-13	sp|Q8R4E9|CDT1_MOUSE DNA replication factor Cdt1 OS=Mus musculus OX=10090 GN=Cdt1 PE=1 SV=1	NP_112190.2 DNA replication factor Cdt1 [Homo sapiens]	gi|17864542|ref|NP_524878.1| double parked, isoform A [Drosophila melanogaster]	XP_005104215.2 DNA replication factor Cdt1 [Aplysia californica]	XP_002741259.1 PREDICTED: DNA replication factor Cdt1-like [Saccoglossus kowalevskii]	1
PladumEVm046877	-2.63166663547801	4.9657295048376	66.1418962761645	4.19601260231449e-16	4.58139013475832e-13	.	.	gi|24639820|ref|NP_572209.1| uncharacterized protein Dmel_CG42749, isoform B [Drosophila melanogaster]	XP_005092247.1 uncharacterized protein LOC101851474 [Aplysia californica]	.	6
PladumEVm035205	-3.22177754438488	1.60636889853371	65.8355842759215	4.90152363066718e-16	5.18952527672365e-13	tr|Q9ER05|Q9ER05_MOUSE Chymopasin OS=Mus musculus OX=10090 GN=Ctrl PE=1 SV=1	NP_001898.1 chymotrypsin-like protease CTRL-1 precursor [Homo sapiens]	gi|24659041|ref|NP_648025.1| uncharacterized protein Dmel_CG10469 [Drosophila melanogaster]	XP_005112246.1 CUB and peptidase domain-containing protein 2 [Aplysia californica]	XP_006817822.1 PREDICTED: plasminogen-like [Saccoglossus kowalevskii]	0
PladumEVm031906	1.85012597030164	2.84894424024811	65.7371655033515	5.152501492018e-16	5.28111025149098e-13	sp|Q99M54|CDCA3_MOUSE Cell division cycle-associated protein 3 OS=Mus musculus OX=10090 GN=Cdca3 PE=1 SV=2	.	.	.	XP_002735942.1 PREDICTED: cell division cycle-associated protein 3-like [Saccoglossus kowalevskii]	1
PladumEVm016300	1.38155021330751	3.85285751801238	65.6851380087298	5.29033054186394e-16	5.28111025149098e-13	sp|O35280|CHK1_MOUSE Serine/threonine-protein kinase Chk1 OS=Mus musculus OX=10090 GN=Chek1 PE=1 SV=2	XP_024304105.1 serine/threonine-protein kinase Chk1 isoform X2 [Homo sapiens]	gi|17136948|ref|NP_477011.1| grapes, isoform A [Drosophila melanogaster]	XP_005104380.1 serine/threonine-protein kinase Chk1 [Aplysia californica]	XP_002741282.1 PREDICTED: serine/threonine-protein kinase Chk1-like [Saccoglossus kowalevskii]	1
PladumEVm027215	-6.52297910685593	1.08394640624749	65.4296269786797	6.02266371002792e-16	5.84516242679627e-13	sp|Q504N0|CBPA2_MOUSE Carboxypeptidase A2 OS=Mus musculus OX=10090 GN=Cpa2 PE=1 SV=1	NP_001860.2 carboxypeptidase A2 precursor [Homo sapiens]	gi|28574958|ref|NP_648120.3| CG8560, isoform A [Drosophila melanogaster]	XP_005090425.1 zinc carboxypeptidase isoform X2 [Aplysia californica]	XP_006812374.1 PREDICTED: carboxypeptidase A4-like [Saccoglossus kowalevskii]	0
PladumEVm002400	1.97180459663622	3.27014222876333	65.3172302082892	6.37614184410303e-16	6.0209735105707e-13	sp|Q60675|LAMA2_MOUSE Laminin subunit alpha-2 OS=Mus musculus OX=10090 GN=Lama2 PE=1 SV=2	XP_005267038.1 laminin subunit alpha-2 isoform X1 [Homo sapiens]	.	.	XP_006822722.1 PREDICTED: golgin subfamily A member 4-like [Saccoglossus kowalevskii]	1
PladumEVm003471	1.85909390516698	3.22747862975989	64.7277451793325	8.59954151862898e-16	7.906825818931e-13	sp|Q6P9P6|KIF11_MOUSE Kinesin-like protein KIF11 OS=Mus musculus OX=10090 GN=Kif11 PE=1 SV=1	NP_004514.2 kinesin-like protein KIF11 [Homo sapiens]	gi|17136642|ref|NP_476818.1| Kinesin-like protein at 61F [Drosophila melanogaster]	XP_005094304.1 kinesin-like protein KIF11-B isoform X2 [Aplysia californica]	XP_006820259.1 PREDICTED: kinesin family member 3A isoform X3 [Saccoglossus kowalevskii]	1
PladumEVm005568	1.67988451775857	3.86036424766854	64.6395566717609	8.9931684088443e-16	8.05672592401566e-13	sp|E9Q5G3|KIF23_MOUSE Kinesin-like protein KIF23 OS=Mus musculus OX=10090 GN=Kif23 PE=1 SV=1	NP_612565.1 kinesin-like protein KIF23 isoform 1 [Homo sapiens]	gi|17136974|ref|NP_477025.1| pavarotti [Drosophila melanogaster]	XP_005097971.1 kinesin-like protein KIF23 isoform X3 [Aplysia californica]	XP_002738904.1 PREDICTED: kinesin-like protein KIF23-like, partial [Saccoglossus kowalevskii]	1
PladumEVm111672	-3.41032952656238	3.69837254441915	64.362156362525	1.0352765849973e-15	8.91579630476982e-13	.	.	.	.	.	6
PladumEVm064440	2.07535038378307	1.44600953320459	64.3413912436653	1.04624530895436e-15	8.91579630476982e-13	.	.	.	.	.	5
PladumEVm002666	1.79544791304939	2.55284854856069	64.0952502293868	1.18546997785036e-15	9.86169894193188e-13	sp|P33174|KIF4_MOUSE Chromosome-associated kinesin KIF4 OS=Mus musculus OX=10090 GN=Kif4 PE=1 SV=3	NP_036442.3 chromosome-associated kinesin KIF4A [Homo sapiens]	gi|17933532|ref|NP_525053.1| Kinesin-like protein at 3A, isoform A [Drosophila melanogaster]	XP_005097334.1 chromosome-associated kinesin KIF4A isoform X2 [Aplysia californica]	XP_002736756.1 PREDICTED: chromosome-associated kinesin KIF4A-like [Saccoglossus kowalevskii]	1
PladumEVm002502	1.63376923812382	3.36186009998367	63.8043666242459	1.3740866982908e-15	1.11649337561819e-12	sp|Q00547|HMMR_MOUSE Hyaluronan mediated motility receptor OS=Mus musculus OX=10090 GN=Hmmr PE=1 SV=4	NP_001136029.1 hyaluronan mediated motility receptor isoform d [Homo sapiens]	.	XP_005091484.1 hyaluronan mediated motility receptor [Aplysia californica]	XP_006821542.1 PREDICTED: hyaluronan mediated motility receptor-like [Saccoglossus kowalevskii]	1
PladumEVm011548	-3.36547226954478	2.18172299590518	63.2863456413576	1.78739022218105e-15	1.4193097039269e-12	sp|P00687|AMY1_MOUSE Alpha-amylase 1 OS=Mus musculus OX=10090 GN=Amy1 PE=1 SV=2	NP_066188.1 alpha-amylase 2B precursor [Homo sapiens]	gi|18859631|ref|NP_536346.1| amylase proximal, isoform A [Drosophila melanogaster]	XP_005089737.2 alpha-amylase [Aplysia californica]	XP_002742209.2 PREDICTED: pancreatic alpha-amylase-like [Saccoglossus kowalevskii]	1
PladumEVm058575	-1.62550102217675	3.21074433217159	62.8556513502057	2.2242450020468e-15	1.72695324725584e-12	.	.	.	.	.	0
PladumEVm098292	-4.20948265199178	2.29206530275292	62.4403287884672	2.74641194596036e-15	2.08601928217194e-12	.	.	.	.	.	3
PladumEVm062339	-4.17695735761396	3.14750217008404	62.1263441680233	3.22113289533405e-15	2.39453536659737e-12	.	.	.	.	.	3
PladumEVm095904	-2.41471457538248	3.8647480935934	61.9237735523	3.57013196678945e-15	2.59868418307618e-12	.	.	.	.	.	10
PladumEVm022343	1.5841809197868	7.01133721305928	61.1524524135726	5.28219306840137e-15	3.76641925748725e-12	sp|P11157|RIR2_MOUSE Ribonucleoside-diphosphate reductase subunit M2 OS=Mus musculus OX=10090 GN=Rrm2 PE=1 SV=1	NP_001159403.1 ribonucleoside-diphosphate reductase subunit M2 isoform 1 [Homo sapiens]	gi|18079279|ref|NP_525111.1| ribonucleoside diphosphate reductase small subunit [Drosophila melanogaster]	XP_005101522.1 ribonucleoside-diphosphate reductase small chain [Aplysia californica]	XP_002730368.1 PREDICTED: ribonucleoside-diphosphate reductase subunit M2-like [Saccoglossus kowalevskii]	1
PladumEVm104642	-3.32824180699306	3.65134866651517	60.1077332215245	8.98048087324238e-15	6.27538042460431e-12	.	.	.	.	.	5
PladumEVm039764	2.61703883403169	3.18215202571252	59.7462597121603	1.07910057694501e-14	7.30828328553969e-12	tr|H3BJJ1|H3BJJ1_MOUSE Geminin (Fragment) OS=Mus musculus OX=10090 GN=Gmnn PE=1 SV=1	XP_005249216.1 geminin isoform X1 [Homo sapiens]	gi|19921696|ref|NP_610218.1| geminin, isoform A [Drosophila melanogaster]	XP_012939783.1 uncharacterized protein LOC101858869 isoform X1 [Aplysia californica]	NP_001161554.1 geminin-like protein [Saccoglossus kowalevskii]	1
PladumEVm000506	1.78120210798845	3.73027911576956	59.7306421494266	1.0876977899999e-14	7.30828328553969e-12	sp|P97329|KI20A_MOUSE Kinesin-like protein KIF20A OS=Mus musculus OX=10090 GN=Kif20a PE=1 SV=1	NP_005724.1 kinesin-like protein KIF20A [Homo sapiens]	gi|19922480|ref|NP_611260.1| subito, isoform A [Drosophila melanogaster]	XP_005092215.1 kinesin-like protein KIF20B isoform X2 [Aplysia californica]	XP_006822722.1 PREDICTED: golgin subfamily A member 4-like [Saccoglossus kowalevskii]	5
PladumEVm009852	2.06014710753455	1.92275224673602	59.4112593288755	1.27935007382458e-14	8.43381362818057e-12	sp|P48964|MPIP1_MOUSE M-phase inducer phosphatase 1 OS=Mus musculus OX=10090 GN=Cdc25a PE=2 SV=2	XP_006713498.1 M-phase inducer phosphatase 1 isoform X2 [Homo sapiens]	gi|17738275|ref|NP_524547.1| string, isoform A [Drosophila melanogaster]	XP_012937345.1 M-phase inducer phosphatase isoform X2 [Aplysia californica]	XP_002734947.1 PREDICTED: M-phase inducer phosphatase 2-like [Saccoglossus kowalevskii]	1
PladumEVm034228	1.36327371792751	3.08280812380774	59.2628590108424	1.37955896804099e-14	8.9260019971082e-12	sp|Q8BHX1|HAUS1_MOUSE HAUS augmin-like complex subunit 1 OS=Mus musculus OX=10090 GN=Haus1 PE=1 SV=2	NP_612452.1 HAUS augmin-like complex subunit 1 [Homo sapiens]	.	XP_005111125.1 HAUS augmin-like complex subunit 1 [Aplysia californica]	XP_002732759.1 PREDICTED: HAUS augmin-like complex subunit 1-like [Saccoglossus kowalevskii]	0
PladumEVm011142	1.73732937261411	2.28904628486317	59.2019480043656	1.42292907891652e-14	9.03922165241171e-12	tr|G3UY19|G3UY19_MOUSE Protein regulator of cytokinesis 1 OS=Mus musculus OX=10090 GN=Prc1 PE=1 SV=1	XP_006720823.1 protein regulator of cytokinesis 1 isoform X11 [Homo sapiens]	gi|24641125|ref|NP_572659.2| sister of feo, isoform A [Drosophila melanogaster]	XP_005110260.1 protein regulator of cytokinesis 1 isoform X2 [Aplysia californica]	XP_006816679.1 PREDICTED: protein regulator of cytokinesis 1-like [Saccoglossus kowalevskii]	1
PladumEVm017747	1.91230591449777	1.86643061950921	58.9162877201543	1.64524668912726e-14	1.02648703698959e-11	sp|Q91VF6|COQA1_MOUSE Collagen alpha-1(XXVI) chain OS=Mus musculus OX=10090 GN=Col26a1 PE=1 SV=1	NP_001265492.1 collagen alpha-1(XXVI) chain isoform 1 precursor [Homo sapiens]	.	.	XP_002739911.1 PREDICTED: collagen alpha-1(XXVI) chain-like [Saccoglossus kowalevskii]	1
PladumEVm101557	-1.79497881714236	6.76831997588325	58.3198992498693	2.22779276510184e-14	1.34536741918089e-11	.	.	.	.	.	2
PladumEVm035670	1.28920696805134	3.6911007273634	58.314990412469	2.23335843362695e-14	1.34536741918089e-11	sp|Q9QYM8|CENPH_MOUSE Centromere protein H OS=Mus musculus OX=10090 GN=Cenph PE=1 SV=1	NP_075060.1 centromere protein H [Homo sapiens]	.	.	XP_002731500.1 PREDICTED: centromere protein H-like [Saccoglossus kowalevskii]	1
PladumEVm037978	2.30965799854368	4.37895523160986	58.1807565398496	2.39106563109004e-14	1.41595664550263e-11	.	.	.	.	.	7
PladumEVm014080	-2.50315704845741	8.2415870900073	57.4830480336215	3.40904810228416e-14	1.98514552742844e-11	sp|Q91XA9|CHIA_MOUSE Acidic mammalian chitinase OS=Mus musculus OX=10090 GN=Chia PE=1 SV=2	NP_970615.2 acidic mammalian chitinase isoform c precursor [Homo sapiens]	gi|221330815|ref|NP_647768.3| Cht7 [Drosophila melanogaster]	XP_005112658.1 acidic mammalian chitinase [Aplysia californica]	XP_006823336.1 PREDICTED: probable chitinase 3-like [Saccoglossus kowalevskii]	2
PladumEVm026591	2.05368389733575	3.81280071270495	57.3054441903549	3.73120975769171e-14	2.13712684793427e-11	sp|Q8K299|SCAR5_MOUSE Scavenger receptor class A member 5 OS=Mus musculus OX=10090 GN=Scara5 PE=1 SV=1	NP_776194.2 scavenger receptor class A member 5 [Homo sapiens]	.	XP_035824548.1 gliomedin-like [Aplysia californica]	XP_006816441.1 PREDICTED: collagen alpha-1(XXVII) chain-like [Saccoglossus kowalevskii]	5
PladumEVm010807	2.01917902031146	2.17153935156204	57.1234939081622	4.09287010588671e-14	2.30646433273509e-11	.	.	.	XP_035829113.1 titin, partial [Aplysia californica]	.	1
PladumEVm080274	-2.00752115590048	5.28611267486816	56.3788945326095	5.97684799142746e-14	3.28390651552053e-11	.	.	.	.	.	10
PladumEVm000115	1.77948913298011	3.33658284562533	56.3662715602584	6.01534150929661e-14	3.28390651552053e-11	tr|E9Q3P4|E9Q3P4_MOUSE Centromere protein F OS=Mus musculus OX=10090 GN=Cenpf PE=1 SV=1	XP_011507384.1 centromere protein F isoform X2 [Homo sapiens]	gi|17136292|ref|NP_476617.1| laminin A [Drosophila melanogaster]	XP_005092384.1 uncharacterized protein LOC101861715 [Aplysia californica]	XP_006819292.1 PREDICTED: centromere protein F-like, partial [Saccoglossus kowalevskii]	5
PladumEVm080151	-9.15757394340264	0.353306467675085	56.178101382946	6.61947087265868e-14	3.55811835107418e-11	.	.	.	.	.	0
PladumEVm020083	1.46809196757666	2.62762876543719	56.1216409341423	6.81231452867921e-14	3.60629480784126e-11	sp|Q3UA06|PCH2_MOUSE Pachytene checkpoint protein 2 homolog OS=Mus musculus OX=10090 GN=Trip13 PE=1 SV=1	XP_011512465.1 pachytene checkpoint protein 2 homolog isoform X1 [Homo sapiens]	gi|28573181|ref|NP_524282.4| pch2, isoform A [Drosophila melanogaster]	XP_005090335.1 pachytene checkpoint protein 2 homolog [Aplysia californica]	XP_002741639.1 PREDICTED: pachytene checkpoint protein 2 homolog [Saccoglossus kowalevskii]	1
PladumEVm056680	1.85078443717032	2.34701168053635	55.7113858090714	8.39307668499148e-14	4.37680158652116e-11	sp|Q9CQX4|PAF15_MOUSE PCNA-associated factor OS=Mus musculus OX=10090 GN=Pclaf PE=1 SV=1	NP_055551.1 PCNA-associated factor isoform 1 [Homo sapiens]	.	XP_012939995.1 PCNA-associated factor [Aplysia californica]	XP_002731360.1 PREDICTED: PCNA-associated factor-like [Saccoglossus kowalevskii]	1
PladumEVm043990	1.45443262102679	4.67311567254575	55.5947048410251	8.90632111062546e-14	4.57614637182563e-11	.	.	.	.	.	1
PladumEVm017271	3.48231416773944	0.639758798978662	55.4979675299648	9.35556959456889e-14	4.73730791398033e-11	sp|Q80X41|VRK1_MOUSE Serine/threonine-protein kinase VRK1 OS=Mus musculus OX=10090 GN=Vrk1 PE=1 SV=2	XP_016877113.1 serine/threonine-protein kinase VRK1 isoform X3 [Homo sapiens]	gi|21357047|ref|NP_651508.1| ballchen, isoform A [Drosophila melanogaster]	XP_012936158.1 serine/threonine-protein kinase VRK1 [Aplysia californica]	XP_002735203.1 PREDICTED: serine/threonine-protein kinase VRK1-like [Saccoglossus kowalevskii]	0
PladumEVm073293	2.29342131650731	2.6117047091776	55.4670099460549	9.50407227862677e-14	4.74375401918487e-11	.	.	.	.	.	1
PladumEVm006153	1.74226703870946	3.45778546703594	55.2521428387601	1.0601866492053e-13	5.21716356853294e-11	sp|A2APB8|TPX2_MOUSE Targeting protein for Xklp2 OS=Mus musculus OX=10090 GN=Tpx2 PE=1 SV=1	XP_011527002.1 targeting protein for Xklp2 isoform X2 [Homo sapiens]	.	XP_005090333.1 targeting protein for Xklp2 isoform X2 [Aplysia californica]	XP_006812735.1 PREDICTED: targeting protein for Xklp2 homolog [Saccoglossus kowalevskii]	5
