X..	X.logFC.	X.logCPM.	X.LR.	X.PValue.	X.FDR.	Mouse	Human	Drosophila	Aplysia clifornica	Saccoglossus kowalevskii	Cluster
PladumEVm017747	2.04610878599799	1.86643061950921	66.0724993207997	4.34637974960299e-16	8.93283306302228e-13	sp|Q91VF6|COQA1_MOUSE Collagen alpha-1(XXVI) chain OS=Mus musculus OX=10090 GN=Col26a1 PE=1 SV=1	NP_001265492.1 collagen alpha-1(XXVI) chain isoform 1 precursor [Homo sapiens]	.	.	XP_002739911.1 PREDICTED: collagen alpha-1(XXVI) chain-like [Saccoglossus kowalevskii]	1
PladumEVm086987	-2.89857247113949	3.11514946452816	65.5222643087374	5.74611330723555e-16	1.11535251578613e-12	sp|Q91WR8|GPX6_MOUSE Glutathione peroxidase 6 OS=Mus musculus OX=10090 GN=Gpx6 PE=2 SV=2	NP_001500.1 epididymal secretory glutathione peroxidase isoform 1 precursor [Homo sapiens]	gi|24656777|ref|NP_728870.1| PHGPx, isoform A [Drosophila melanogaster]	XP_012940524.1 epididymal secretory glutathione peroxidase [Aplysia californica]	NP_001171857.1 glutathione peroxidase 2-like [Saccoglossus kowalevskii]	2
PladumEVm064440	2.21629443941029	1.44600953320459	65.253126063724	6.58696181237667e-16	1.21127294085594e-12	.	.	.	.	.	5
PladumEVm020735	1.48511505018747	3.17797693589131	64.4044115201606	1.01331017463176e-15	1.77020220957295e-12	sp|P16460|ASSY_MOUSE Argininosuccinate synthase OS=Mus musculus OX=10090 GN=Ass1 PE=1 SV=1	XP_016870218.1 argininosuccinate synthase isoform X2 [Homo sapiens]	gi|21358151|ref|NP_649674.1| CG1315, isoform A [Drosophila melanogaster]	XP_012943688.1 argininosuccinate synthase [Aplysia californica]	XP_002740001.1 PREDICTED: argininosuccinate synthase-like [Saccoglossus kowalevskii]	1
PladumEVm025019	1.56799589658009	3.1126074096248	64.1579985307149	1.14830861143818e-15	1.91051212262089e-12	.	.	.	.	XP_002739020.1 PREDICTED: centromere protein N-A-like isoform X1 [Saccoglossus kowalevskii]	1
PladumEVm003471	1.87023231900202	3.22747862975989	63.1092209577871	1.95556484802136e-15	3.10570364659175e-12	sp|Q6P9P6|KIF11_MOUSE Kinesin-like protein KIF11 OS=Mus musculus OX=10090 GN=Kif11 PE=1 SV=1	NP_004514.2 kinesin-like protein KIF11 [Homo sapiens]	gi|17136642|ref|NP_476818.1| Kinesin-like protein at 61F [Drosophila melanogaster]	XP_005094304.1 kinesin-like protein KIF11-B isoform X2 [Aplysia californica]	XP_006820259.1 PREDICTED: kinesin family member 3A isoform X3 [Saccoglossus kowalevskii]	1
PladumEVm045284	1.87203971282195	2.28644468154515	62.7163430067895	2.38726481557842e-15	3.62646284310845e-12	sp|Q8K385|FRRS1_MOUSE Ferric-chelate reductase 1 OS=Mus musculus OX=10090 GN=FRRS1 PE=1 SV=1	XP_016856760.1 ferric-chelate reductase 1 isoform X1 [Homo sapiens]	gi|28573446|ref|NP_611079.2| CG8399, isoform A [Drosophila melanogaster]	XP_012942585.1 putative ferric-chelate reductase 1 homolog [Aplysia californica]	XP_006811952.1 PREDICTED: putative ferric-chelate reductase 1-like, partial [Saccoglossus kowalevskii]	1
PladumEVm014080	-2.65110234496804	8.2415870900073	62.4517250899829	2.73056521300624e-15	3.97513408238437e-12	sp|Q91XA9|CHIA_MOUSE Acidic mammalian chitinase OS=Mus musculus OX=10090 GN=Chia PE=1 SV=2	NP_970615.2 acidic mammalian chitinase isoform c precursor [Homo sapiens]	gi|221330815|ref|NP_647768.3| Cht7 [Drosophila melanogaster]	XP_005112658.1 acidic mammalian chitinase [Aplysia californica]	XP_006823336.1 PREDICTED: probable chitinase 3-like [Saccoglossus kowalevskii]	2
PladumEVm016300	1.34829472717357	3.85285751801238	61.4552687939909	4.52916712383487e-15	6.32978280558666e-12	sp|O35280|CHK1_MOUSE Serine/threonine-protein kinase Chk1 OS=Mus musculus OX=10090 GN=Chek1 PE=1 SV=2	XP_024304105.1 serine/threonine-protein kinase Chk1 isoform X2 [Homo sapiens]	gi|17136948|ref|NP_477011.1| grapes, isoform A [Drosophila melanogaster]	XP_005104380.1 serine/threonine-protein kinase Chk1 [Aplysia californica]	XP_002741282.1 PREDICTED: serine/threonine-protein kinase Chk1-like [Saccoglossus kowalevskii]	1
PladumEVm001742	1.6765732527902	2.90363833733217	59.5092470369454	1.21720834991938e-14	1.63569394376282e-11	sp|O08901|BUB1_MOUSE Mitotic checkpoint serine/threonine-protein kinase BUB1 OS=Mus musculus OX=10090 GN=Bub1 PE=1 SV=1	NP_001202.5 mitotic checkpoint serine/threonine-protein kinase BUB1 beta [Homo sapiens]	gi|17137586|ref|NP_477382.1| Bub1-related kinase [Drosophila melanogaster]	XP_005095838.1 mitotic checkpoint serine/threonine-protein kinase BUB1 isoform X2 [Aplysia californica]	XP_002731985.2 PREDICTED: uncharacterized protein LOC100369016 [Saccoglossus kowalevskii]	1
PladumEVm044049	1.72808308647014	1.6625546319196	59.0353876150096	1.54861705112885e-14	1.9916610686238e-11	.	.	.	.	.	1
PladumEVm003159	1.66942167040032	2.6987306627724	58.9759483644344	1.59611064774225e-14	1.9916610686238e-11	tr|A2AJY7|A2AJY7_MOUSE Collagen alpha-1(XV) chain OS=Mus musculus OX=10090 GN=Col15a1 PE=1 SV=1	XP_011516516.1 collagen alpha-1(XV) chain isoform X1 [Homo sapiens]	gi|281365736|ref|NP_001163361.1| multiplexin, isoform J [Drosophila melanogaster]	XP_035829508.1 collagen alpha-1(I) chain [Aplysia californica]	XP_006818611.1 PREDICTED: collagen alpha-1(XVIII) chain-like [Saccoglossus kowalevskii]	11
PladumEVm031906	1.79888518494136	2.84894424024811	58.7575318870779	1.78349511199146e-14	2.14874261096102e-11	sp|Q99M54|CDCA3_MOUSE Cell division cycle-associated protein 3 OS=Mus musculus OX=10090 GN=Cdca3 PE=1 SV=2	.	.	.	XP_002735942.1 PREDICTED: cell division cycle-associated protein 3-like [Saccoglossus kowalevskii]	1
PladumEVm025751	-1.88624590068528	7.98153087168909	57.9573400888139	2.67864186865922e-14	3.11963560830282e-11	.	.	.	.	.	6
PladumEVm009497	-1.83967370215094	3.8896228748607	57.2974315803135	3.74644160138016e-14	4.22248139066521e-11	tr|G3X9F5|G3X9F5_MOUSE Metalloendopeptidase OS=Mus musculus OX=10090 GN=Tll1 PE=1 SV=1	XP_024309963.1 tolloid-like protein 1 isoform X2 [Homo sapiens]	gi|20129545|ref|NP_609758.1| uncharacterized protein Dmel_CG15253 [Drosophila melanogaster]	XP_012944999.1 zinc metalloproteinase nas-4 [Aplysia californica]	XP_002739691.1 PREDICTED: protein SpAN-like [Saccoglossus kowalevskii]	6
PladumEVm002666	1.73086115078286	2.55284854856069	56.921164823838	4.53637279246818e-14	4.95301028112643e-11	sp|P33174|KIF4_MOUSE Chromosome-associated kinesin KIF4 OS=Mus musculus OX=10090 GN=Kif4 PE=1 SV=3	NP_036442.3 chromosome-associated kinesin KIF4A [Homo sapiens]	gi|17933532|ref|NP_525053.1| Kinesin-like protein at 3A, isoform A [Drosophila melanogaster]	XP_005097334.1 chromosome-associated kinesin KIF4A isoform X2 [Aplysia californica]	XP_002736756.1 PREDICTED: chromosome-associated kinesin KIF4A-like [Saccoglossus kowalevskii]	1
PladumEVm021837	2.07245036346908	0.955396194765272	56.2505350742875	6.38004685914984e-14	6.75492294581322e-11	.	.	.	.	XP_006815318.1 PREDICTED: protein-tyrosine sulfotransferase-like [Saccoglossus kowalevskii]	1
PladumEVm005214	1.60990153620481	3.56341880786819	56.1834314452069	6.60155036823282e-14	6.78386965634372e-11	sp|Q9WU62|INCE_MOUSE Inner centromere protein OS=Mus musculus OX=10090 GN=Incenp PE=1 SV=2	NP_064623.2 inner centromere protein isoform 2 [Homo sapiens]	.	XP_012943494.1 inner centromere protein A isoform X2 [Aplysia californica]	XP_006826091.1 PREDICTED: trichohyalin-like [Saccoglossus kowalevskii]	1
PladumEVm034998	-1.40853156533276	7.78497822489035	55.1942211171291	1.09189290456446e-13	1.0899898912165e-10	.	.	.	.	.	6
PladumEVm018010	-4.08234617929339	1.33651480866106	54.3479384343057	1.6795410732109e-13	1.63004126546988e-10	.	.	gi|24666390|ref|NP_524142.2| Gram-negative bacteria binding protein 1 [Drosophila melanogaster]	XP_012945133.1 beta-1,3-glucan-binding protein [Aplysia californica]	XP_002740984.1 PREDICTED: beta-1,3-glucan-binding protein-like [Saccoglossus kowalevskii]	11
PladumEVm020342	1.91754209948991	3.4929423610511	54.2484791756523	1.7667383145396e-13	1.66832621545132e-10	sp|P51943|CCNA2_MOUSE Cyclin-A2 OS=Mus musculus OX=10090 GN=Ccna2 PE=1 SV=2	NP_001228.2 cyclin-A2 [Homo sapiens]	gi|24662962|ref|NP_524030.2| cyclin A, isoform A [Drosophila melanogaster]	XP_012944565.1 G2/mitotic-specific cyclin-A [Aplysia californica]	XP_002738046.1 PREDICTED: G2/mitotic-specific cyclin-A-like isoform X1 [Saccoglossus kowalevskii]	1
PladumEVm033397	1.55564689357109	4.38156545131906	52.5619699230779	4.16884135679604e-13	3.83303021487097e-10	.	.	.	.	.	1
PladumEVm010655	1.40051497854006	3.20322422346771	52.211396889125	4.98360573260533e-13	4.46467181260251e-10	sp|Q9D0F1|NDC80_MOUSE Kinetochore protein NDC80 homolog OS=Mus musculus OX=10090 GN=Ndc80 PE=1 SV=1	NP_006092.1 kinetochore protein NDC80 homolog [Homo sapiens]	.	XP_012937749.1 kinetochore protein NDC80 homolog [Aplysia californica]	XP_002733464.1 PREDICTED: kinetochore protein NDC80 homolog, partial [Saccoglossus kowalevskii]	1
PladumEVm039764	2.43570577146553	3.18215202571252	52.05742190672	5.39011113504424e-13	4.60445056087355e-10	tr|H3BJJ1|H3BJJ1_MOUSE Geminin (Fragment) OS=Mus musculus OX=10090 GN=Gmnn PE=1 SV=1	XP_005249216.1 geminin isoform X1 [Homo sapiens]	gi|19921696|ref|NP_610218.1| geminin, isoform A [Drosophila melanogaster]	XP_012939783.1 uncharacterized protein LOC101858869 isoform X1 [Aplysia californica]	NP_001161554.1 geminin-like protein [Saccoglossus kowalevskii]	1
PladumEVm044055	1.65667398207269	2.99849814455896	52.0526587337836	5.40320195185368e-13	4.60445056087355e-10	.	.	.	.	.	1
PladumEVm079632	-2.28052367904924	3.80860092570664	51.6850551327187	6.5156832123442e-13	5.32529706115698e-10	.	.	.	.	.	6
PladumEVm101729	-2.13103727501782	4.87786758745928	51.6735639045768	6.55393038237356e-13	5.32529706115698e-10	.	.	.	.	.	1
PladumEVm083525	-1.91301864681483	2.37440148836453	51.0425271318214	9.0386343345393e-13	7.17729193214701e-10	.	.	.	.	XP_006826129.1 PREDICTED: uncharacterized protein LOC100376757 [Saccoglossus kowalevskii]	0
PladumEVm035670	1.22399025448149	3.6911007273634	50.694910443853	1.07898997962414e-12	8.37751797735288e-10	sp|Q9QYM8|CENPH_MOUSE Centromere protein H OS=Mus musculus OX=10090 GN=Cenph PE=1 SV=1	NP_075060.1 centromere protein H [Homo sapiens]	.	.	XP_002731500.1 PREDICTED: centromere protein H-like [Saccoglossus kowalevskii]	1
PladumEVm002400	1.74342317399093	3.27014222876333	50.129979944533	1.43891708981876e-12	1.09123076193895e-09	sp|Q60675|LAMA2_MOUSE Laminin subunit alpha-2 OS=Mus musculus OX=10090 GN=Lama2 PE=1 SV=2	XP_005267038.1 laminin subunit alpha-2 isoform X1 [Homo sapiens]	.	.	XP_006822722.1 PREDICTED: golgin subfamily A member 4-like [Saccoglossus kowalevskii]	1
PladumEVm024321	-1.43878374637523	6.01428436419181	50.0908144451653	1.46792540745673e-12	1.09123076193895e-09	sp|P15105|GLNA_MOUSE Glutamine synthetase OS=Mus musculus OX=10090 GN=Glul PE=1 SV=6	XP_006711341.1 glutamine synthetase isoform X1 [Homo sapiens]	gi|665390748|ref|NP_001285121.1| glutamine synthetase 2, isoform D [Drosophila melanogaster]	XP_012943766.1 glutamine synthetase [Aplysia californica]	XP_006818167.1 PREDICTED: glutamine synthetase-like isoform X2 [Saccoglossus kowalevskii]	8
PladumEVm006153	1.67836798939652	3.45778546703594	49.89428837334	1.62256293266183e-12	1.18105679800566e-09	sp|A2APB8|TPX2_MOUSE Targeting protein for Xklp2 OS=Mus musculus OX=10090 GN=Tpx2 PE=1 SV=1	XP_011527002.1 targeting protein for Xklp2 isoform X2 [Homo sapiens]	.	XP_005090333.1 targeting protein for Xklp2 isoform X2 [Aplysia californica]	XP_006812735.1 PREDICTED: targeting protein for Xklp2 homolog [Saccoglossus kowalevskii]	5
PladumEVm113722	2.33616975924768	3.19320414629803	49.7695783756342	1.72904191447205e-12	1.23287745815794e-09	.	.	.	.	.	1
PladumEVm031026	1.39609473500577	5.23167224033191	49.5214960557274	1.96210005690338e-12	1.34841523225901e-09	sp|P11440|CDK1_MOUSE Cyclin-dependent kinase 1 OS=Mus musculus OX=10090 GN=Cdk1 PE=1 SV=3	XP_005270360.1 cyclin-dependent kinase 1 isoform X1 [Homo sapiens]	gi|17136606|ref|NP_476797.1| Cyclin-dependent kinase 1 [Drosophila melanogaster]	XP_005111812.2 cyclin-dependent kinase 1 isoform X1 [Aplysia californica]	XP_002737515.1 PREDICTED: cyclin-dependent kinase 1-like [Saccoglossus kowalevskii]	1
PladumEVm015713	-1.15897538871076	4.11488743536502	49.515342561375	1.96826402716762e-12	1.34841523225901e-09	sp|P23359|BMP7_MOUSE Bone morphogenetic protein 7 OS=Mus musculus OX=10090 GN=Bmp7 PE=1 SV=2	NP_005250.1 growth/differentiation factor 8 preproprotein [Homo sapiens]	.	XP_005091391.1 uncharacterized protein LOC101853674 [Aplysia californica]	XP_006817090.1 PREDICTED: bone morphogenetic protein 2-A-like [Saccoglossus kowalevskii]	6
PladumEVm018069	-2.90214958714331	5.26416357189357	48.7140403555595	2.96138783646362e-12	1.98976787727312e-09	sp|Q91XA9|CHIA_MOUSE Acidic mammalian chitinase OS=Mus musculus OX=10090 GN=Chia PE=1 SV=2	NP_003456.1 chitotriosidase-1 isoform 1 precursor [Homo sapiens]	gi|221330815|ref|NP_647768.3| Cht7 [Drosophila melanogaster]	XP_012945342.1 chitinase-3-like protein 1 [Aplysia californica]	XP_006823336.1 PREDICTED: probable chitinase 3-like [Saccoglossus kowalevskii]	6
PladumEVm008257	1.5513852583737	8.4736738050732	48.5099008802648	3.28625562480602e-12	2.16638651462448e-09	sp|O35701|MATN3_MOUSE Matrilin-3 OS=Mus musculus OX=10090 GN=Matn3 PE=1 SV=2	NP_694999.3 MAM domain-containing protein 2 isoform 1 precursor [Homo sapiens]	gi|24581471|ref|NP_608789.1| scavenger receptor class C, type IV [Drosophila melanogaster]	XP_035829023.1 collagen alpha-2(VI) chain-like [Aplysia californica]	XP_006819777.1 PREDICTED: neuropilin-1a-like [Saccoglossus kowalevskii]	1
PladumEVm049807	5.23438123928594	-0.241466026885176	48.4327388285144	3.41813780533182e-12	2.21159845889794e-09	.	.	.	.	.	0
PladumEVm016588	-1.90288611393276	6.68482693955214	48.3652504378205	3.53782131081024e-12	2.24741706869816e-09	sp|O55123|MMP10_MOUSE Stromelysin-2 OS=Mus musculus OX=10090 GN=Mmp10 PE=2 SV=1	NP_002412.1 interstitial collagenase isoform 1 preproprotein [Homo sapiens]	gi|320544352|ref|NP_001189004.1| matrix metalloproteinase 1, isoform J [Drosophila melanogaster]	XP_005107864.2 uncharacterized protein LOC101848145 [Aplysia californica]	XP_002738587.1 PREDICTED: matrix metalloproteinase-19-like [Saccoglossus kowalevskii]	6
PladumEVm080770	-8.80362119041134	-0.382471638828716	48.300339658846	3.6568886677592e-12	2.28005832113307e-09	.	.	.	XP_035825448.1 chymotrypsin-like serine proteinase [Aplysia californica]	.	0
PladumEVm007310	1.40228089558078	2.69397225768823	48.2551695071695	3.74210375654836e-12	2.28005832113307e-09	sp|Q8R4E9|CDT1_MOUSE DNA replication factor Cdt1 OS=Mus musculus OX=10090 GN=Cdt1 PE=1 SV=1	NP_112190.2 DNA replication factor Cdt1 [Homo sapiens]	gi|17864542|ref|NP_524878.1| double parked, isoform A [Drosophila melanogaster]	XP_005104215.2 DNA replication factor Cdt1 [Aplysia californica]	XP_002741259.1 PREDICTED: DNA replication factor Cdt1-like [Saccoglossus kowalevskii]	1
PladumEVm012078	1.5651825662942	3.64089434939273	48.2328303031326	3.78497903848759e-12	2.28005832113307e-09	sp|Q07832|PLK1_MOUSE Serine/threonine-protein kinase PLK1 OS=Mus musculus OX=10090 GN=Plk1 PE=1 SV=2	NP_005021.2 serine/threonine-protein kinase PLK1 [Homo sapiens]	gi|24667346|ref|NP_524179.2| polo, isoform A [Drosophila melanogaster]	XP_005094272.1 serine/threonine-protein kinase PLK1 isoform X1 [Aplysia californica]	XP_002730953.1 PREDICTED: serine/threonine-protein kinase PLK1 isoform X1 [Saccoglossus kowalevskii]	1
PladumEVm009852	1.87328928113938	1.92275224673602	47.2924275154098	6.11479897916898e-12	3.62110104293534e-09	sp|P48964|MPIP1_MOUSE M-phase inducer phosphatase 1 OS=Mus musculus OX=10090 GN=Cdc25a PE=2 SV=2	XP_006713498.1 M-phase inducer phosphatase 1 isoform X2 [Homo sapiens]	gi|17738275|ref|NP_524547.1| string, isoform A [Drosophila melanogaster]	XP_012937345.1 M-phase inducer phosphatase isoform X2 [Aplysia californica]	XP_002734947.1 PREDICTED: M-phase inducer phosphatase 2-like [Saccoglossus kowalevskii]	1
PladumEVm005568	1.44377473241443	3.86036424766854	47.2288811328842	6.31628708170171e-12	3.63771078004274e-09	sp|E9Q5G3|KIF23_MOUSE Kinesin-like protein KIF23 OS=Mus musculus OX=10090 GN=Kif23 PE=1 SV=1	NP_612565.1 kinesin-like protein KIF23 isoform 1 [Homo sapiens]	gi|17136974|ref|NP_477025.1| pavarotti [Drosophila melanogaster]	XP_005097971.1 kinesin-like protein KIF23 isoform X3 [Aplysia californica]	XP_002738904.1 PREDICTED: kinesin-like protein KIF23-like, partial [Saccoglossus kowalevskii]	1
PladumEVm073293	2.11959578920795	2.6117047091776	47.2181139513016	6.35107924046502e-12	3.63771078004274e-09	.	.	.	.	.	1
PladumEVm011142	1.58613195580904	2.28904628486317	46.6802060225882	8.35688649942648e-12	4.70937511941067e-09	tr|G3UY19|G3UY19_MOUSE Protein regulator of cytokinesis 1 OS=Mus musculus OX=10090 GN=Prc1 PE=1 SV=1	XP_006720823.1 protein regulator of cytokinesis 1 isoform X11 [Homo sapiens]	gi|24641125|ref|NP_572659.2| sister of feo, isoform A [Drosophila melanogaster]	XP_005110260.1 protein regulator of cytokinesis 1 isoform X2 [Aplysia californica]	XP_006816679.1 PREDICTED: protein regulator of cytokinesis 1-like [Saccoglossus kowalevskii]	1
PladumEVm043990	1.33479812574462	4.67311567254575	46.5936436870855	8.73431085057504e-12	4.8439378858451e-09	.	.	.	.	.	1
PladumEVm008302	-2.18603012957562	1.47449191658873	46.4936679087059	9.19149945317732e-12	5.01784061554004e-09	.	.	gi|24585842|ref|NP_724412.1| laccase 2, isoform A [Drosophila melanogaster]	XP_012940646.2 laccase-4 [Aplysia californica]	XP_006812258.1 PREDICTED: laccase-like [Saccoglossus kowalevskii]	0
PladumEVm030317	-1.53669544296241	5.82108280936286	46.2180152149887	1.05799677636922e-11	5.68697682608678e-09	.	.	.	XP_012945424.1 caspase-9 [Aplysia californica]	XP_006824364.1 PREDICTED: death domain-containing protein CRADD-like [Saccoglossus kowalevskii]	0
PladumEVm070927	1.77091478477085	1.82077822348702	45.8231185357562	1.29427044445302e-11	6.81433363897463e-09	sp|P84228|H32_MOUSE Histone H3.2 OS=Mus musculus OX=10090 GN=H3c2 PE=1 SV=2	NP_066403.2 histone H3.2 [Homo sapiens]	gi|24585677|ref|NP_724345.1| histone H3 [Drosophila melanogaster]	XP_005110442.1 histone H3 [Aplysia californica]	XP_006820299.1 PREDICTED: histone H3-like [Saccoglossus kowalevskii]	1
PladumEVm029028	1.72201594866333	2.01579097377149	45.8043422708316	1.30673560723347e-11	6.81433363897463e-09	sp|Q9D3D0|TTPAL_MOUSE Alpha-tocopherol transfer protein-like OS=Mus musculus OX=10090 GN=Ttpal PE=1 SV=3	XP_011527346.1 alpha-tocopherol transfer protein-like isoform X1 [Homo sapiens]	gi|28574921|ref|NP_648579.3| uncharacterized protein Dmel_CG10657 [Drosophila melanogaster]	XP_012939518.1 alpha-tocopherol transfer protein-like [Aplysia californica]	XP_002735744.1 PREDICTED: alpha-tocopherol transfer protein-like [Saccoglossus kowalevskii]	1
PladumEVm079739	-1.18996471141143	3.31703015903085	45.6220708305889	1.43416459921933e-11	7.29285158847317e-09	.	.	.	.	.	1
PladumEVm038334	1.36499768131211	4.56951398212147	45.6137855601518	1.44024373795658e-11	7.29285158847317e-09	sp|Q8VE10|NAA40_MOUSE N-alpha-acetyltransferase 40 OS=Mus musculus OX=10090 GN=Naa40 PE=1 SV=1	NP_079047.2 N-alpha-acetyltransferase 40 isoform 1 [Homo sapiens]	gi|24651109|ref|NP_651715.1| CG7593 [Drosophila melanogaster]	XP_005090676.1 N-alpha-acetyltransferase 40 [Aplysia californica]	XP_002739028.1 PREDICTED: N-alpha-acetyltransferase 40-like [Saccoglossus kowalevskii]	1
PladumEVm005759	-1.36668105315556	3.57315221945432	45.4545346981692	1.56223420101725e-11	7.79755724990598e-09	sp|Q01705|NOTC1_MOUSE Neurogenic locus notch homolog protein 1 OS=Mus musculus OX=10090 GN=Notch1 PE=1 SV=3	NP_000426.2 neurogenic locus notch homolog protein 3 precursor [Homo sapiens]	gi|24639454|ref|NP_476859.2| notch, isoform A [Drosophila melanogaster]	XP_035827926.1 fibropellin-1-like [Aplysia californica]	XP_006824158.1 PREDICTED: fibropellin-1-like [Saccoglossus kowalevskii]	8
