X..	X.logFC.	X.logCPM.	X.LR.	X.PValue.	X.FDR.	Mouse	Human	Drosophila	Aplysia clifornica	Saccoglossus kowalevskii	Cluster
PladumEVm045311	-7.69942220821356	3.58404685765436	318.072014429206	3.80944885218369e-71	1.20998484951315e-67	.	.	.	.	.	3
PladumEVm098962	-5.27300429160922	3.35757420152536	312.845229803396	5.24106456408374e-70	1.52597962337102e-66	.	.	.	.	.	0
PladumEVm097343	-7.33791329484128	3.39129920427296	307.118317856257	9.26806494393048e-69	2.49089939289221e-65	.	.	.	.	.	7
PladumEVm016437	5.48342157149923	3.18213039686846	298.52154397041	6.91639444149327e-67	1.72608503850952e-63	tr|Q9WV19|Q9WV19_MOUSE Cytochrome P450, family 2, subfamily g, polypeptide 1 OS=Mus musculus OX=10090 GN=Cyp2g1 PE=2 SV=1	NP_000766.2 cytochrome P450 2J2 [Homo sapiens]	gi|24643092|ref|NP_728191.1| cytochrome P450-18a1, isoform A [Drosophila melanogaster]	XP_005112250.2 cytochrome P450 2H1 [Aplysia californica]	XP_002740465.1 PREDICTED: cytochrome P450 2U1-like [Saccoglossus kowalevskii]	0
PladumEVm040283	5.3615056898329	4.96132909642437	298.078765932784	8.63670282386935e-67	2.01171839975448e-63	sp|P97875|JDP2_MOUSE Jun dimerization protein 2 OS=Mus musculus OX=10090 GN=Jdp2 PE=1 SV=2	XP_016876461.1 jun dimerization protein 2 isoform X2 [Homo sapiens]	.	XP_012935234.1 uncharacterized protein LOC106011146 [Aplysia californica]	XP_006824836.1 PREDICTED: cyclic AMP-dependent transcription factor ATF-3-like [Saccoglossus kowalevskii]	8
PladumEVm028923	6.2964088393068	4.21334752300027	289.290507151192	7.09821298189029e-65	1.55002789608915e-61	sp|Q9DC53|CPNE8_MOUSE Copine-8 OS=Mus musculus OX=10090 GN=Cpne8 PE=2 SV=3	XP_016874341.1 copine-8 isoform X1 [Homo sapiens]	.	XP_005111310.2 copine family protein 1 [Aplysia californica]	XP_002737345.1 PREDICTED: copine family protein 2-like [Saccoglossus kowalevskii]	8
PladumEVm015436	5.02440653716868	4.72630121811875	272.213758486217	3.73626264198011e-61	7.67889884989078e-58	sp|O09158|CP3AP_MOUSE Cytochrome P450 3A25 OS=Mus musculus OX=10090 GN=Cyp3a25 PE=1 SV=1	NP_001189784.1 cytochrome P450 3A4 isoform 2 [Homo sapiens]	gi|17647305|ref|NP_523628.1| cytochrome P450-6a2 [Drosophila melanogaster]	XP_012945993.1 cytochrome P450 3A16 [Aplysia californica]	XP_006824666.1 PREDICTED: cytochrome P450 3A8-like [Saccoglossus kowalevskii]	0
PladumEVm070140	-8.80830441343975	4.74582947024805	260.595051012234	1.27294544310386e-58	2.47085782425588e-55	.	.	.	.	.	2
PladumEVm058575	-4.18099281331621	3.21074433217159	236.175788247685	2.68275977680993e-53	4.93331283378749e-50	.	.	.	.	.	0
PladumEVm085757	-9.9686019604024	2.42268366379949	235.754549549337	3.31464509713182e-53	5.79051925243443e-50	.	.	.	.	.	2
PladumEVm030309	-4.61963767052589	3.94962461282064	232.987542853461	1.32992506130698e-52	2.21267865319069e-49	sp|P35428|HES1_MOUSE Transcription factor HES-1 OS=Mus musculus OX=10090 GN=Hes1 PE=1 SV=1	NP_005515.1 transcription factor HES-1 [Homo sapiens]	gi|17136808|ref|NP_476923.1| deadpan [Drosophila melanogaster]	XP_035828630.1 probable serine/threonine-protein kinase tsuA [Aplysia californica]	NP_001158466.1 hairy and enhancer of split 1 [Saccoglossus kowalevskii]	0
PladumEVm062880	-5.83724529213454	5.94777757608854	228.611715496146	1.19703868817538e-51	1.90106066937089e-48	.	.	.	.	.	2
PladumEVm015580	9.06895893165675	5.68046181620853	223.377146070551	1.65869602735606e-50	2.51970349999102e-47	.	.	.	.	.	8
PladumEVm045566	6.11747903464482	9.30301197974312	222.31597455979	2.82632581633794e-50	4.11454157070963e-47	sp|Q9JHF7|HPGDS_MOUSE Hematopoietic prostaglandin D synthase OS=Mus musculus OX=10090 GN=Hpgds PE=1 SV=3	NP_055300.1 hematopoietic prostaglandin D synthase [Homo sapiens]	gi|442623993|ref|NP_001261040.1| glutathione S transferase S1, isoform D [Drosophila melanogaster]	XP_012945673.1 probable glutathione S-transferase 6 [Aplysia californica]	XP_002731499.2 PREDICTED: hematopoietic prostaglandin D synthase-like [Saccoglossus kowalevskii]	7
PladumEVm018416	4.4358884509204	3.66263905188616	220.678674305935	6.43203550462649e-50	8.9891555398458e-47	sp|Q8CHQ0|FBX4_MOUSE F-box only protein 4 OS=Mus musculus OX=10090 GN=Fbxo4 PE=1 SV=2	NP_036308.1 F-box only protein 4 isoform 1 [Homo sapiens]	gi|21358451|ref|NP_651696.1| CG2010, isoform B [Drosophila melanogaster]	XP_005092137.1 F-box only protein 4 [Aplysia californica]	XP_006812266.1 PREDICTED: F-box only protein 4-like [Saccoglossus kowalevskii]	0
PladumEVm086471	-7.46857291173074	4.04674747730067	218.980162277174	1.50951871457409e-49	2.02850286032709e-46	.	.	.	.	.	2
PladumEVm074405	-9.65976041686864	1.61870319291848	216.893458733278	4.30547350663463e-49	5.57144217956694e-46	.	.	.	.	.	2
PladumEVm070357	4.59464497372875	4.74353589454455	213.041733974339	2.98035379092572e-48	3.7189493250412e-45	tr|Q3UW09|Q3UW09_MOUSE Serine peptidase inhibitor, Kunitz type, 3 OS=Mus musculus OX=10090 GN=Spint3 PE=2 SV=1	XP_024308830.1 tissue factor pathway inhibitor isoform X2 [Homo sapiens]	gi|281362741|ref|NP_788752.2| papilin, isoform E [Drosophila melanogaster]	XP_012946540.1 papilin [Aplysia californica]	XP_006814674.1 PREDICTED: papilin-like [Saccoglossus kowalevskii]	2
PladumEVm033225	4.31949889516942	5.60786694936856	209.618590264162	1.66371507051643e-47	2.00443244306116e-44	.	.	.	.	.	8
PladumEVm025421	4.39892717400664	4.33348435254734	203.091797953867	4.41730690763249e-46	5.14454286819239e-43	sp|Q91WV7|SLC31_MOUSE Neutral and basic amino acid transport protein rBAT OS=Mus musculus OX=10090 GN=Slc3a1 PE=1 SV=1	XP_011531349.1 neutral and basic amino acid transport protein rBAT isoform X1 [Homo sapiens]	gi|24583749|ref|NP_609523.2| maltase B2, isoform A [Drosophila melanogaster]	XP_005093171.2 alpha-glucosidase [Aplysia californica]	XP_002737810.1 PREDICTED: neutral and basic amino acid transport protein rBAT-like [Saccoglossus kowalevskii]	0
PladumEVm092092	-7.99081833269735	3.16696636643791	201.970716953696	7.75867610641315e-46	8.74452853167642e-43	.	.	.	.	.	2
PladumEVm044059	6.06654435780479	4.37834917627479	200.29698348785	1.7989690356791e-45	1.96419309804975e-42	sp|P97875|JDP2_MOUSE Jun dimerization protein 2 OS=Mus musculus OX=10090 GN=Jdp2 PE=1 SV=2	XP_016876461.1 jun dimerization protein 2 isoform X2 [Homo sapiens]	.	XP_012935234.1 uncharacterized protein LOC106011146 [Aplysia californica]	XP_006824836.1 PREDICTED: cyclic AMP-dependent transcription factor ATF-3-like [Saccoglossus kowalevskii]	8
PladumEVm018936	8.32518580241206	0.788697568069775	189.447135727345	4.19768911901789e-43	4.44433515543534e-40	sp|Q9D154|ILEUA_MOUSE Leukocyte elastase inhibitor A OS=Mus musculus OX=10090 GN=Serpinb1a PE=1 SV=1	XP_011512636.1 leukocyte elastase inhibitor isoform X1 [Homo sapiens]	gi|281360253|ref|NP_001163067.1| serpin 42Dd [Drosophila melanogaster]	XP_035824102.1 leukocyte elastase inhibitor isoform X1 [Aplysia californica]	XP_002734390.1 PREDICTED: serpin B3-like [Saccoglossus kowalevskii]	0
PladumEVm024667	7.27353538290974	3.77432289931637	189.06462894573	5.08750585780772e-43	5.22801079899835e-40	sp|Q9R1J0|NSDHL_MOUSE Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating OS=Mus musculus OX=10090 GN=Nsdhl PE=1 SV=1	XP_016885053.1 sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating isoform X1 [Homo sapiens]	gi|21355349|ref|NP_648957.1| CG7724 [Drosophila melanogaster]	XP_012945514.1 putative anthocyanidin reductase [Aplysia californica]	XP_006823935.1 PREDICTED: bifunctional dihydroflavonol 4-reductase/flavanone 4-reductase-like [Saccoglossus kowalevskii]	0
PladumEVm021990	-4.80004201448939	6.52732409394301	187.985413434835	8.75152644776355e-43	8.73627378738316e-40	.	.	.	.	.	0
PladumEVm075919	-7.25877076385148	3.52489510760038	187.485543728557	1.12512640779702e-42	1.09196643227834e-39	.	.	.	.	.	1
PladumEVm063002	-5.67085282215391	6.01674103048847	186.2757203463	2.06681801271511e-42	1.95169066341225e-39	.	.	.	.	.	2
PladumEVm012772	6.64450428013805	2.81142303103529	184.174167373242	5.9441056942475e-42	5.46529233819246e-39	sp|Q9CXI3|MOXD1_MOUSE DBH-like monooxygenase protein 1 OS=Mus musculus OX=10090 GN=Moxd1 PE=1 SV=1	XP_016866203.1 DBH-like monooxygenase protein 1 isoform X1 [Homo sapiens]	gi|28571135|ref|NP_788884.1| tyramine beta hydroxylase, isoform B [Drosophila melanogaster]	XP_005093372.2 DBH-like monooxygenase protein 1 [Aplysia californica]	XP_002734974.1 PREDICTED: DBH-like monooxygenase protein 1 homolog [Saccoglossus kowalevskii]	0
PladumEVm005430	7.55347451476377	2.99193545583951	178.579260824444	9.89992650198938e-41	8.86906492443607e-38	sp|Q9Z1K6|ARI2_MOUSE E3 ubiquitin-protein ligase ARIH2 OS=Mus musculus OX=10090 GN=Arih2 PE=1 SV=1	XP_016861025.1 E3 ubiquitin-protein ligase ARIH2 isoform X5 [Homo sapiens]	gi|17137570|ref|NP_477374.1| ariadne 2 [Drosophila melanogaster]	XP_005099846.1 ATP-dependent RNA helicase DEAH12, chloroplastic [Aplysia californica]	XP_006818162.1 PREDICTED: E3 ubiquitin-protein ligase RNF14-like, partial [Saccoglossus kowalevskii]	0
PladumEVm032615	4.83903349882861	3.43073478810257	178.160987828162	1.22169401464403e-40	1.06711917944119e-37	sp|Q3UMF9|FAXC_MOUSE Failed axon connections homolog OS=Mus musculus OX=10090 GN=Faxc PE=2 SV=1	NP_001333461.1 failed axon connections homolog isoform 3 [Homo sapiens]	gi|62472216|ref|NP_001014587.1| failed axon connections, isoform C [Drosophila melanogaster]	XP_005100153.1 failed axon connections homolog isoform X2 [Aplysia californica]	XP_002731577.1 PREDICTED: failed axon connections homolog [Saccoglossus kowalevskii]	0
PladumEVm024181	3.5689034246041	6.60217972558428	175.341845296187	5.04146620922081e-40	4.29618994838941e-37	sp|P01101|FOS_MOUSE Proto-oncogene c-Fos OS=Mus musculus OX=10090 GN=Fos PE=1 SV=1	NP_005243.1 proto-oncogene c-Fos [Homo sapiens]	gi|78707298|ref|NP_001027578.1| kayak, isoform B [Drosophila melanogaster]	XP_005102859.2 fos-related antigen 2 [Aplysia californica]	XP_002741340.2 PREDICTED: fos-related antigen 2-like [Saccoglossus kowalevskii]	8
PladumEVm016416	3.94848460862988	4.27073625857279	173.949900634562	1.01513832053186e-39	8.44474232882444e-37	tr|Q9WV19|Q9WV19_MOUSE Cytochrome P450, family 2, subfamily g, polypeptide 1 OS=Mus musculus OX=10090 GN=Cyp2g1 PE=2 SV=1	NP_000766.2 cytochrome P450 2J2 [Homo sapiens]	gi|24643092|ref|NP_728191.1| cytochrome P450-18a1, isoform A [Drosophila melanogaster]	XP_005112250.2 cytochrome P450 2H1 [Aplysia californica]	XP_002731713.1 PREDICTED: cytochrome P450 2U1-like [Saccoglossus kowalevskii]	3
PladumEVm010603	4.85388243380472	2.03093023675434	173.747615423988	1.12383030030764e-39	9.13151322382525e-37	sp|P58283|RN216_MOUSE E3 ubiquitin-protein ligase RNF216 OS=Mus musculus OX=10090 GN=Rnf216 PE=1 SV=3	XP_024302575.1 E3 ubiquitin-protein ligase RNF216 isoform X4 [Homo sapiens]	.	XP_005098624.1 uncharacterized protein LOC101849460 [Aplysia californica]	XP_006815806.1 PREDICTED: uncharacterized protein LOC102801442 [Saccoglossus kowalevskii]	0
PladumEVm015182	3.76245870907337	6.89704089097462	172.707865823297	1.89569397844364e-39	1.50531027074642e-36	sp|Q9JMA7|CP341_MOUSE Cytochrome P450 3A41 OS=Mus musculus OX=10090 GN=Cyp3a41a PE=1 SV=2	NP_001278759.1 cytochrome P450 3A5 isoform 4 precursor [Homo sapiens]	gi|21357069|ref|NP_650189.1| Cyp9f2 [Drosophila melanogaster]	XP_005112054.1 cytochrome P450 3A41 isoform X1 [Aplysia californica]	XP_006824666.1 PREDICTED: cytochrome P450 3A8-like [Saccoglossus kowalevskii]	0
PladumEVm011122	6.54949775421485	2.98066702438653	172.472959411468	2.13338742660756e-39	1.65640940662759e-36	sp|Q9CXI3|MOXD1_MOUSE DBH-like monooxygenase protein 1 OS=Mus musculus OX=10090 GN=Moxd1 PE=1 SV=1	NP_056344.2 DBH-like monooxygenase protein 1 precursor [Homo sapiens]	gi|281366611|ref|NP_730711.3| olf413, isoform B [Drosophila melanogaster]	XP_005093372.2 DBH-like monooxygenase protein 1 [Aplysia californica]	XP_002734974.1 PREDICTED: DBH-like monooxygenase protein 1 homolog [Saccoglossus kowalevskii]	0
PladumEVm015907	4.98133218937379	1.47158389218053	168.509858229365	1.56544031642701e-38	1.18901998294877e-35	sp|Q64459|CP3AB_MOUSE Cytochrome P450 3A11 OS=Mus musculus OX=10090 GN=Cyp3a11 PE=1 SV=1	NP_001278759.1 cytochrome P450 3A5 isoform 4 precursor [Homo sapiens]	gi|17647305|ref|NP_523628.1| cytochrome P450-6a2 [Drosophila melanogaster]	XP_012945993.1 cytochrome P450 3A16 [Aplysia californica]	XP_006824666.1 PREDICTED: cytochrome P450 3A8-like [Saccoglossus kowalevskii]	0
PladumEVm089920	-4.89930199112429	3.4733442924252	168.065973611782	1.95700069614769e-38	1.45480100686604e-35	.	.	.	.	.	8
PladumEVm060572	4.2094521791088	3.42591801484747	163.838445479129	1.64079485782144e-37	1.19432774036299e-34	.	.	.	.	.	11
PladumEVm076855	-4.61204950122208	1.81988581336567	157.792578049891	3.4352931112422e-36	2.44950420436104e-33	.	.	.	.	.	1
PladumEVm030571	3.79074748957593	6.64653135908978	157.033077368466	5.03410284070106e-36	3.51773038302509e-33	sp|P54843|MAF_MOUSE Transcription factor Maf OS=Mus musculus OX=10090 GN=Maf PE=1 SV=2	NP_005351.2 transcription factor Maf isoform a [Homo sapiens]	gi|281365209|ref|NP_609969.2| traffic jam, isoform B [Drosophila melanogaster]	XP_005093284.1 uncharacterized protein LOC101850941 [Aplysia californica]	NP_001164706.1 maf-like transcription factor [Saccoglossus kowalevskii]	8
PladumEVm041437	-6.89518990727578	8.11606693491341	156.818965808515	5.60671441002066e-36	3.84103911317082e-33	.	.	.	.	.	0
PladumEVm032627	5.01199572476799	3.51673009326251	156.481426379376	6.64456101444302e-36	4.46450610160817e-33	sp|Q3UMF9|FAXC_MOUSE Failed axon connections homolog OS=Mus musculus OX=10090 GN=Faxc PE=2 SV=1	NP_001333461.1 failed axon connections homolog isoform 3 [Homo sapiens]	gi|62472216|ref|NP_001014587.1| failed axon connections, isoform C [Drosophila melanogaster]	XP_005100153.1 failed axon connections homolog isoform X2 [Aplysia californica]	XP_002731577.1 PREDICTED: failed axon connections homolog [Saccoglossus kowalevskii]	5
PladumEVm070047	4.58578393424391	3.00203146690512	153.780904440528	2.58589053780054e-35	1.70468734906063e-32	sp|Q64459|CP3AB_MOUSE Cytochrome P450 3A11 OS=Mus musculus OX=10090 GN=Cyp3a11 PE=1 SV=1	NP_000756.3 cytochrome P450 3A7 [Homo sapiens]	gi|19921824|ref|NP_610390.1| Cyp6a13 [Drosophila melanogaster]	XP_005094361.2 cytochrome P450 3A11 [Aplysia californica]	XP_002734346.1 PREDICTED: cytochrome P450 3A41-like [Saccoglossus kowalevskii]	0
PladumEVm061353	-4.3466642797634	7.58683244255108	152.287956927893	5.48139592843586e-35	3.54656467303001e-32	.	.	.	.	.	2
PladumEVm032632	-3.23953539437473	4.72031687855003	150.156120099923	1.6026390041661e-34	1.01808371211926e-31	tr|A0A5F8MQ58|A0A5F8MQ58_MOUSE Periaxin (Fragment) OS=Mus musculus OX=10090 GN=Prx PE=1 SV=1	XP_011525473.1 periaxin isoform X1 [Homo sapiens]	.	XP_012945935.1 uncharacterized protein LOC101855161 [Aplysia californica]	XP_006824771.1 PREDICTED: uncharacterized protein LOC102802731 [Saccoglossus kowalevskii]	3
PladumEVm041312	3.78792226807772	5.34958937738362	149.735374269453	1.9806190343715e-34	1.2357294364626e-31	tr|Q3TMX5|Q3TMX5_MOUSE Mesencephalic astrocyte-derived neurotrophic factor OS=Mus musculus OX=10090 GN=Manf PE=1 SV=1	NP_006001.5 mesencephalic astrocyte-derived neurotrophic factor precursor [Homo sapiens]	gi|17137698|ref|NP_477445.1| mesencephalic astrocyte-derived neurotrophic factor ortholog [Drosophila melanogaster]	XP_005111963.1 mesencephalic astrocyte-derived neurotrophic factor homolog [Aplysia californica]	NP_001161504.1 ARMET-like protein precursor [Saccoglossus kowalevskii]	2
PladumEVm062339	-8.48069833177286	3.14750217008404	148.545690835845	3.60451730058074e-34	2.20944263096474e-31	.	.	.	.	.	3
PladumEVm019194	5.00972510194835	3.77486540606978	147.669833211052	5.60150251148777e-34	3.37432579739433e-31	.	.	.	.	.	8
PladumEVm057626	-4.59525852601141	4.77666507961327	147.435998709124	6.30116224763814e-34	3.72418546938004e-31	.	.	.	.	.	3
PladumEVm019309	3.67953707392709	3.75135549620092	147.406486390869	6.39546432819492e-34	3.72418546938004e-31	.	.	.	XP_005106397.1 uncharacterized protein LOC101845642 [Aplysia californica]	XP_002733462.1 PREDICTED: uncharacterized protein LOC100378011 [Saccoglossus kowalevskii]	4
PladumEVm085941	-4.6782006350816	1.90773965824061	144.73137657133	2.45860673880377e-33	1.40821739093549e-30	.	.	.	.	.	3
PladumEVm020024	4.03345133213906	3.57657308607016	144.372738318506	2.9450855550989e-33	1.65965071305807e-30	tr|B9EJA5|B9EJA5_MOUSE D17H6S56E-3 protein OS=Mus musculus OX=10090 GN=Vwa7 PE=1 SV=1	.	.	XP_005106397.1 uncharacterized protein LOC101845642 [Aplysia californica]	XP_002733462.1 PREDICTED: uncharacterized protein LOC100378011 [Saccoglossus kowalevskii]	4
PladumEVm040119	2.89797217008905	4.80182250051571	144.256822419799	3.12205688527795e-33	1.70879276017026e-30	sp|Q61335|BAP31_MOUSE B-cell receptor-associated protein 31 OS=Mus musculus OX=10090 GN=Bcap31 PE=1 SV=4	NP_005736.3 B-cell receptor-associated protein 31 isoform b [Homo sapiens]	gi|19923024|ref|NP_612062.1| uncharacterized protein Dmel_CG13887, isoform B [Drosophila melanogaster]	XP_005090968.1 B-cell receptor-associated protein 31 isoform X1 [Aplysia californica]	XP_006825105.1 PREDICTED: B-cell receptor-associated protein 31-like [Saccoglossus kowalevskii]	0
PladumEVm104642	-6.99471690399145	3.65134866651517	144.251708416159	3.1301049443572e-33	1.70879276017026e-30	.	.	.	.	.	5
PladumEVm024997	4.24428964445913	4.55861153316989	143.251479318861	5.17900686432575e-33	2.78383570511812e-30	sp|P52430|PON1_MOUSE Serum paraoxonase/arylesterase 1 OS=Mus musculus OX=10090 GN=Pon1 PE=1 SV=2	NP_000437.3 serum paraoxonase/arylesterase 1 precursor [Homo sapiens]	.	XP_035829748.1 serum paraoxonase/arylesterase 2 [Aplysia californica]	XP_002731966.1 PREDICTED: serum paraoxonase/arylesterase 1-like [Saccoglossus kowalevskii]	0
PladumEVm115996	-4.85254946695429	4.01446233753863	139.253615983636	3.87644556084522e-32	2.05210805227835e-29	.	.	.	.	.	2
PladumEVm064753	3.47266988091272	2.68035501886594	137.742458533353	8.29685774601624e-32	4.32662556400092e-29	sp|Q99J56|DERL1_MOUSE Derlin-1 OS=Mus musculus OX=10090 GN=Derl1 PE=1 SV=1	NP_001350892.1 derlin-1 isoform c [Homo sapiens]	gi|20129161|ref|NP_608632.1| Derlin-1, isoform A [Drosophila melanogaster]	XP_005102643.1 derlin-1 [Aplysia californica]	XP_002734718.1 PREDICTED: derlin-1-like [Saccoglossus kowalevskii]	2
PladumEVm048242	6.95219349267653	0.484464797697848	137.419795441326	9.76070445178938e-32	5.01513607119219e-29	tr|F8VPQ6|F8VPQ6_MOUSE Alkaline phosphatase OS=Mus musculus OX=10090 GN=Alpi PE=1 SV=1	NP_001622.2 intestinal-type alkaline phosphatase precursor [Homo sapiens]	gi|21355151|ref|NP_647977.1| CG5150, isoform A [Drosophila melanogaster]	XP_012938482.1 alkaline phosphatase [Aplysia californica]	XP_006811662.1 PREDICTED: alkaline phosphatase, tissue-nonspecific isozyme-like [Saccoglossus kowalevskii]	0
PladumEVm091242	8.79081814007732	6.26151200842663	135.291530357214	2.85081748144012e-31	1.44354655049328e-28	.	.	.	.	.	9
PladumEVm096958	14.1039941908048	-0.288553010512164	134.637198664037	3.96363316723998e-31	1.97836256043139e-28	sp|E9Q6E9|SIMC1_MOUSE SUMO-interacting motif-containing protein 1 OS=Mus musculus OX=10090 GN=Simc1 PE=1 SV=1	.	.	.	XP_006817480.1 PREDICTED: muscle M-line assembly protein unc-89-like [Saccoglossus kowalevskii]	0
PladumEVm085825	-4.55087916331351	5.28705614248023	134.260177554888	4.79250675611639e-31	2.35838582467536e-28	.	.	.	.	.	2
PladumEVm048398	-5.40836003575111	4.49534409249896	132.827383910212	9.86247841785366e-31	4.7859046311304e-28	.	.	.	.	.	0
PladumEVm016215	-4.29322786500685	1.35790206980402	129.643485107909	4.90401700866238e-30	2.34714315432404e-27	sp|P35428|HES1_MOUSE Transcription factor HES-1 OS=Mus musculus OX=10090 GN=Hes1 PE=1 SV=1	NP_005515.1 transcription factor HES-1 [Homo sapiens]	gi|17136808|ref|NP_476923.1| deadpan [Drosophila melanogaster]	XP_035828630.1 probable serine/threonine-protein kinase tsuA [Aplysia californica]	NP_001158466.1 hairy and enhancer of split 1 [Saccoglossus kowalevskii]	8
PladumEVm016424	4.74527696040875	2.30347290578142	128.169991628259	1.03029616694163e-29	4.86452942929371e-27	tr|Q9WV19|Q9WV19_MOUSE Cytochrome P450, family 2, subfamily g, polypeptide 1 OS=Mus musculus OX=10090 GN=Cyp2g1 PE=2 SV=1	NP_000766.2 cytochrome P450 2J2 [Homo sapiens]	gi|24643092|ref|NP_728191.1| cytochrome P450-18a1, isoform A [Drosophila melanogaster]	XP_005112250.2 cytochrome P450 2H1 [Aplysia californica]	XP_002740465.1 PREDICTED: cytochrome P450 2U1-like [Saccoglossus kowalevskii]	0
PladumEVm023823	4.1174928787275	4.76083828078057	127.623441128769	1.35693172258216e-29	6.3213116607064e-27	.	.	.	.	.	4
PladumEVm022636	5.39771954342605	1.51632139058914	126.791563952462	2.06346153904768e-29	9.43399464034986e-27	sp|Q80YV4|PANK4_MOUSE 4-phosphopantetheine phosphatase OS=Mus musculus OX=10090 GN=Pank4 PE=1 SV=2	XP_011540010.2 4-phosphopantetheine phosphatase isoform X1 [Homo sapiens]	gi|20544156|ref|NP_597678.1| fumble, isoform B [Drosophila melanogaster]	XP_035826799.1 4-phosphopantetheine phosphatase [Aplysia californica]	XP_006823846.1 PREDICTED: pantothenate kinase 4-like [Saccoglossus kowalevskii]	0
PladumEVm005535	2.90854778803221	4.12843172122179	126.776577699417	2.0791023993444e-29	9.43399464034986e-27	sp|D3YYI7|RN217_MOUSE Probable E3 ubiquitin-protein ligase RNF217 OS=Mus musculus OX=10090 GN=Rnf217 PE=3 SV=2	XP_011533796.1 probable E3 ubiquitin-protein ligase RNF217 isoform X1 [Homo sapiens]	gi|17137570|ref|NP_477374.1| ariadne 2 [Drosophila melanogaster]	XP_005099846.1 ATP-dependent RNA helicase DEAH12, chloroplastic [Aplysia californica]	XP_006818162.1 PREDICTED: E3 ubiquitin-protein ligase RNF14-like, partial [Saccoglossus kowalevskii]	4
PladumEVm056579	-4.5370193920351	5.80119341762306	125.251868922449	4.48280091012989e-29	2.00800744870549e-26	.	.	.	.	.	1
